warning_id,sku,check_type,code_id,message,class,rationale,action,sheet,source,severity
W0200,edge_io_rings,DRC,lib_footprint_mismatch,Footprint 'VQFN-48-1EP_7x7mm_P0.5mm' does not match copy in library 'gunnchos_production' :: Footprint UPD1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/edge_io_rings/drc.json,warning
W0201,edge_io_rings,DRC,lib_footprint_mismatch,Footprint 'TestPoint_Pad' does not match copy in library 'gunnchos_production' :: Footprint TP1,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/edge_io_rings/drc.json,warning
W0202,edge_io_rings,DRC,lib_footprint_mismatch,Footprint 'TestPoint_Pad' does not match copy in library 'gunnchos_production' :: Footprint TP2,ACCEPTED_BY_DESIGN,"Cont IX PCB instances are envelope stubs on a digital-package placement grid. gunnchos_production.pretty already holds in-tree JEDEC/vendor geometry. Dropping those full footprints onto the current 24 mm envelope grid produces DRC errors (courtyard overlap, drill_out_of_range, solder_mask_bridge) — verified with kicad-cli 10.0.5. Retaining the mismatch keeps 0-error DRC; library remains the authority for later pin-accurate layout. Not an NDA pin map.",RETAIN instance/library mismatch. Do not ignore DRC. Do not expand ignored_checks. Pin-accurate placement is a later layout pass.,,artifacts/supervisor_ready_eda/kicad/edge_io_rings/drc.json,warning
W0203,edge_io_rings,DRC,silk_over_copper,Silkscreen clipped by solder mask :: PCB text 'REV 0.6.0-cont-ix' on F.Silkscreen | NPTH pad of H1,FIXABLE_DIGITALLY,"F.SilkS text 'REV 0.6.0-cont-ix' at (12,10) clips NPTH pad of H1 at (12,12). Move silkscreen; do not change hole size.","Move REV gr_text to (40,6) clear of H1 courtyard.",,artifacts/supervisor_ready_eda/kicad/edge_io_rings/drc.json,warning
W0204,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0205,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0206,handheld_hybrid,ERC,isolated_pin_label,Label connected to only one pin :: Global Label 'UART_RX',ACCEPTED_BY_DESIGN,Named PUBLIC_PINOUT SoM net (radxa_nx5_public_pinout_table.csv) on one SODIMM pin. Far-end connectors are PERIPH placeholders without per-pin symbols; adding a fake second pin would invent routing.,RETAIN. Digital package records named public nets; do not short distinct SoM pins.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0207,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0208,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0209,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0210,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Symbol JSOM1 Pin 1 [GND, Passive, Line]",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0211,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JUSB1 [USB_C],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0212,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol C2 [C],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0213,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol UHID1 [HID_MCU],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0214,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JSOM1 [SODIMM260],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0215,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JKEY1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0216,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JBAT1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0217,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0218,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0219,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0220,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0221,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol UPD1 [PD_CTRL],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0222,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol R1 [R],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0223,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JDISP1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0224,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JTRK1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0225,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JSEC1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0226,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol UCHG1 [CHARGER],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0227,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol R2 [R],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0228,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JTP1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0229,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JWWAN1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0230,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JDBG1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0231,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol U3V3 [BUCK],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0232,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol D1 [LED],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0233,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JAUD1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0234,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JGNSS1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0235,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JHAP1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0236,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol C1 [C],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0237,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol DESD1 [ESD],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0238,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JCAM1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0239,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JWIFI1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0240,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JFAN1 [PERIPH],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0241,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0242,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0243,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0244,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0245,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0246,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Symbol JS_POWER_5V Pin 251 [VCC_SYSIN, Passive, Line]",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0247,handheld_hybrid,ERC,lib_symbol_issues,The current configuration does not include the symbol library '' :: Symbol JS_POWER_5V [SODIMM_POWER_5V],ACCEPTED_BY_DESIGN,KiCad parses embedded lib_id 'USB_C' as library ''. Prefixing to gunnchos: plus an extracted .kicad_sym made kicad-cli 10.0.5 fail schematic load. Embedded lib_symbols remain the in-tree source. Warning retained rather than breaking ERC.,RETAIN. Do not invent a pin-accurate symbol library. Do not add ERC ignore keys.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0248,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0249,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
W0250,handheld_hybrid,ERC,endpoint_off_grid,"Symbol pin or wire end off connection grid :: Horizontal Wire, length 0.0254 mm",ACCEPTED_BY_DESIGN,"KiCad connection-grid residual. ERC text 'length 0.0254 mm' is the 1 mil off-grid error (JSON), not a stub: all schematic wires measure 2.54 mm. Public NX5/SODIMM pin coordinates are not on the default 50 mil grid; snapping would distort radxa_nx5_public_pinout_table.csv.",RETAIN. Do not ignore the ERC check; do not move public pin coordinates.,/,artifacts/supervisor_ready_eda/kicad/handheld_hybrid/erc.json,warning
